757,CLUSTER8j.scl,CLUSTER8j,8,"""Eight-Tone Triadic Cluster 5:7:6"""
758,cohenf_11.scl,cohenf 11,11,"""Flynn Cohen, 7-limit scale of ""Rameau's nephew"" (1996)"""
759,coherent49.scl,coherent49,49,"""Generator is the positive root of x^4 - x^2 - 1, Raph, Meta-Sidi, 72&121 temperament sqrtphi <30 35 38 39 ... |"""
760,coleman10.scl,coleman10,12,"""Coleman 10 (2001)"""
761,coleman11.scl,coleman11,12,"""Jim Coleman's XI piano temperament. TL 16 Mar 1999"""
762,coleman16.scl,coleman16,12,"""Balanced 16 from Jim Coleman Sr. (2001)"""
763,coleman4.scl,coleman4,12,"""Coleman IV from Jim Coleman Sr."""
764,coll7.scl,coll7,7,"""Seven note Collatz cycle scale, -17 starting point"""
765,collangettes.scl,collangettes,24,"""d'Erlanger vol.5, p. 23. P�re Maurice Collangettes, 24 tone Arabic system"""
766,collapsar.scl,collapsar,12,"""An 11-limit patent val superwakalix"""
767,colonna1.scl,colonna1,12,"""Colonna's irregular Just Intonation no. 1 (1618)"""
768,colonna2.scl,colonna2,12,"""Colonna's irregular Just Intonation no. 2 (1618)"""
769,compton48.scl,compton48,48,"""Compton[48] 11-limit tweaked"""
770,concertina.scl,concertina,14,"""English Concertina, Helmholtz/Ellis, p. 470"""
771,cons11.scl,cons11,7,"""Set of intervals with num + den <= 11 not exceeding 2/1"""
772,cons12.scl,cons12,8,"""Set of intervals with num + den <= 12 not exceeding 2/1"""
773,cons13.scl,cons13,10,"""Set of intervals with num + den <= 13 not exceeding 2/1"""
774,cons14.scl,cons14,11,"""Set of intervals with num + den <= 14 not exceeding 2/1"""
775,cons15.scl,cons15,12,"""Set of intervals with num + den <= 15 not exceeding 2/1"""
776,cons16.scl,cons16,13,"""Set of intervals with num + den <= 16 not exceeding 2/1"""
777,cons17.scl,cons17,16,"""Set of intervals with num + den <= 17 not exceeding 2/1"""
778,cons18.scl,cons18,17,"""Set of intervals with num + den <= 18 not exceeding 2/1"""
779,cons19.scl,cons19,20,"""Set of intervals with num + den <= 19 not exceeding 2/1"""
780,cons20.scl,cons20,22,"""Set of intervals with num + den <= 20 not exceeding 2/1"""
781,cons21.scl,cons21,24,"""Set of intervals with num + den <= 21 not exceeding 2/1"""
782,cons8.scl,cons8,4,"""Set of intervals with num + den <= 8 not exceeding 2/1"""
783,cons9.scl,cons9,5,"""Set of intervals with num + den <= 9 not exceeding 2/1"""
784,cons_5.scl,cons 5,7,"""Set of consonant 5-limit intervals within the octave"""
785,cons_7.scl,cons 7,10,"""Set of consonant 7-limit intervals of tetrad 4:5:6:7 and inverse"""
786,cons_7a.scl,cons 7a,11,"""Set of consonant 7-limit intervals, harmonic entropy minima"""
787,cont_frac1.scl,cont frac1,14,"""Continued fraction scale 1, see McLaren in Xenharmonikon 15, pp.33-38"""
788,cont_frac2.scl,cont frac2,15,"""Continued fraction scale 2, see McLaren in Xenharmonikon 15, pp.33-38"""
789,corner11.scl,corner11,15,"""Quadratic Corner 11-limit. Chalmers '96"""
790,corner13.scl,corner13,21,"""Quadratic Corner 13-limit. Chalmers '96"""
791,corner17.scl,corner17,28,"""Quadratic Corner 17-limit."""
792,CORNER17a.scl,CORNER17a,42,"""Quadratic Corner 17 odd limit."""
793,corner7.scl,corner7,10,"""Quadratic corner 7-limit. Chalmers '96"""
794,corner9.scl,corner9,14,"""First 9 harmonics of 5th through 9th harmonics"""
795,corners11.scl,corners11,29,"""Quadratic Corners 11-limit, John Chalmers (1996)"""
796,corners13.scl,corners13,41,"""Quadratic Corners 13-limit. Chalmers '96"""
797,corners7.scl,corners7,19,"""Quadratic Corners 7-limit. Chalmers '96"""
798,corrette.scl,corrette,12,"""Corrette temperament, modified 1/4-comma meantone"""
799,corrette2.scl,corrette2,12,"""Michel Corrette, modified meantone temperament (1753)"""
800,corrette3.scl,corrette3,12,"""Corrette's monochord (1753), also Marpurg 4 and Yamaha Pure Minor"""
801,coul_12.scl,coul 12,12,"""Scale 1 5/4 3/2 2 successively split largest intervals by smallest interval"""
802,coul_12a.scl,coul 12a,12,"""Scale 1 6/5 3/2 2 successively split largest intervals by smallest interval"""
803,coul_12sup.scl,coul 12sup,12,"""Superparticular approximation to Pythagorean scale. Op de Coul, 2003"""
804,coul_13.scl,coul 13,13,"""Symmetrical 13-tone 5-limit JI scale"""
805,coul_17sup.scl,coul 17sup,17,"""Superparticular approximation to Pythagorean 17-tone scale. Op de Coul, 2003"""
806,coul_20.scl,coul 20,20,"""Tuning for a 3-row symmetrical keyboard, Op de Coul (1989)"""
807,coul_27.scl,coul 27,27,"""Symmetrical 27-tone 5-limit just system, 67108864/66430125 and 25/24"""
808,counterschismic.scl,counterschismic,53,"""Counterschismic temperament, g=498.082318, 5-limit"""
809,couperin.scl,couperin,12,"""Couperin modified meantone"""
810,couperin_org.scl,couperin org,12,"""F. Couperin organ temperament (1690), from C. di Veroli, 1985"""
811,cpak19a.scl,cpak19a,19,"""First 19-epimorphic ordered tetrad pack scale, Gene Ward Smith, TL 23-10-2005"""
812,cpak19b.scl,cpak19b,19,"""Second 19-epimorphic ordered tetrad pack scale, Gene Ward Smith, TL 23-10-2005"""
813,cross13.scl,cross13,19,"""13-limit harmonic/subharmonic cross"""
814,cross2.scl,cross2,9,"""John Pusey's double 5-7 cross reduced by 3/1"""
815,cross2_5.scl,cross2 5,9,"""double 3-5 cross reduced by 2/1"""
816,cross2_7.scl,cross2 7,13,"""longer 3-5-7 cross reduced by 2/1"""
817,cross3.scl,cross3,13,"""John Pusey's triple 5-7 cross reduced by 3/1"""
818,cross_7.scl,cross 7,7,"""3-5-7 cross reduced by 2/1, quasi diatonic, similar to Zalzal's, Flynn Cohen"""
819,cross_72.scl,cross 72,13,"""double 3-5-7 cross reduced by 2/1"""
820,cross_7a.scl,cross 7a,7,"""2-5-7 cross reduced by 3/1"""
821,cruciform.scl,cruciform,12,"""Cruciform Lattice"""
822,cube3.scl,cube3,32,"""7-limit Cube[3] scale, Gene Ward Smith"""
823,cube4.scl,cube4,63,"""7-limit Cube[4] scale, Gene Ward Smith"""
824,cw12_11.scl,cw12 11,12,"""CalkinWilf(<12 19 28 34 42|)"""
825,cw19_11.scl,cw19 11,19,"""CalkinWilf(<19 30 44 53 66|)"""
826,cw19_5.scl,cw19 5,19,"""CalkinWilf(<19 30 44|)"""
827,cw19_7.scl,cw19 7,19,"""CalkinWilf(<19 30 44 53|)"""
828,cycle19.scl,cycle19,19,"""19-note lesfip scale, 9-limit, 10 cents tolerance"""
829,DANIELOU5_53.scl,DANIELOU5 53,53,"""Dani�lou's Harmonic Division in 5-limit, symmetrized"""
830,danielou_53.scl,danielou 53,53,"""Dani�lou's Harmonic Division of the Octave, see p. 153"""
831,dan_seman.scl,dan seman,12,"""Semantix-Semantic, 5-limit, common tones to Semantic-36 and Semantix-36 with different A"""
832,dan_semantic.scl,dan semantic,35,"""The Semantic Scale, from Alain Dani�lou: ""S�mantique Musicale"" (1967)"""
833,dan_semantix.scl,dan semantix,36,"""Jacques Dudon, Semantix-36, 27/25 generator"""
834,darreg.scl,darreg,19,"""This set of 19 ratios in 5-limit JI is for his megalyra family"""
835,darreg_ennea.scl,darreg ennea,9,"""Ivor Darreg's Mixed Enneatonic, a mixture of chromatic and enharmonic"""
836,darreg_genus.scl,darreg genus,9,"""Ivor Darreg's Mixed JI Genus (Archytas Enh, Ptolemy Soft Chrom, Didymos Chrom"""
837,DARREG_GENUS2.scl,DARREG GENUS2,9,"""Darreg's Mixed JI Genus 2 (Archytas Enharmonic and Chromatic Genera)"""
838,david11.scl,david11,22,"""11-limit system from Gary David (1967)"""
839,david7.scl,david7,12,"""Gary David's Constant Structure (1967). A mode of Fokker's 7-limit scale"""
840,dconv11marv.scl,dconv11marv,35,"""Convex closure in marvel of 11-limit diamond in 166-tET"""
841,dconv9gam.scl,dconv9gam,31,"""Convex closure in gamelismic of 9-limit diamond in 190-tET"""
842,dconv9marv.scl,dconv9marv,21,"""Convex closure in marvel of 9-limit diamond in 197-tET"""
843,ddimlim1.scl,ddimlim1,14,"""First 27/25&2048/1875 scale"""
844,dean_81primes.scl,dean 81primes,80,"""Roger Dean's 81 primes non-octave scale (2008)"""
845,dean_91primes.scl,dean 91primes,90,"""Roger Dean's 91 primes non-octave scale (2008)"""
846,degung-sejati.scl,degung-sejati,5,"""pelog degung sejati, Sunda"""
847,degung1.scl,degung1,5,"""Gamelan Degung, Kabupaten Sukabumi. 1/1=363 Hz"""
848,degung2.scl,degung2,5,"""Gamelan Degung, Kabupaten Bandung. 1/1=252 Hz"""
849,degung3.scl,degung3,5,"""Gamelan Degung, Kabupaten Sumedang. 1/1=388.5 Hz"""
850,degung4.scl,degung4,5,"""Gamelan Degung, Kasepuhan Cheribon. 1/1=250 Hz"""
851,degung5.scl,degung5,5,"""Gamelan Degung, Kanoman Cheribon. 1/1=428 Hz"""
852,degung6.scl,degung6,5,"""Gamelan Degung, Kacherbonan Cheribon. 1/1=426 Hz"""
853,dekany-cs.scl,dekany-cs,12,"""CPS ({1,3,7,9,11}, 2) union {77/72, 77/64}. Grady-Narushima"""
854,dekany.scl,dekany,10,"""2)5 Dekany 1.3.5.7.11 (1.3 tonic)"""
855,dekany2.scl,dekany2,10,"""3)5 Dekany 1.3.5.7.9 (1.3.5.7.9 tonic)"""
856,dekany3.scl,dekany3,10,"""2)5 Dekany 1.3.5.7.9 and 3)5 Dekany 1 1/3 1/5 1/7 1/9"""
857,dekany4.scl,dekany4,10,"""2)5 Dekany 1.7.13.19.29 (1.7 tonic)"""
858,dekany_laka205.scl,dekany laka205,29,"""Dekany laka convex closure of the 2)5 Dekany 1.3.5.7.11 (1.3 tonic), 205-tET tuning"""
859,dekany_union.scl,dekany union,14,"""Union of 2)5 and 3)5 1.3.5.7.9 dekanies, or 3)6 1.3.5.5.7.9"""
860,dent-yn-rwt.scl,dent-yn-rwt,12,"""Tom Dent's Young-Neidhardt well-temperament (rationalized by G. Secor)"""
861,dent.scl,dent,12,"""Tom Dent, well temperament with A=421 Hz. Integer Hz beat rates from A"""
862,dent2.scl,dent2,12,"""Tom Dent, well-temperament, 2/32 and 5/32 comma, TL 3 & 5-09-2005"""
863,dent3.scl,dent3,12,"""Tom Dent, Bach harpsichord ""sine wave"" temperament, TL 10-10-2005"""
864,dent4.scl,dent4,12,"""Tom Dent, modified meantone with appr. to 7/5, 13/11, 14/11, 19/15, 19/16. TL 30-01-2009"""
865,dent_19otti.scl,dent 19otti,12,"""Tom Dent's 19otti scale"""
866,dent_berger.scl,dent berger,12,"""Tom Dent's 19berger scale"""
867,dent_mean7.scl,dent mean7,12,"""Tom Dent's 7-limit irregular meantone"""
868,deporcy.scl,deporcy,15,"""A 15-note chord-based detempering of 7-limit porcupine"""
869,de_caus.scl,de caus,12,"""De Caus (a mode of Ellis's duodene) (1615)"""
870,diab17a.scl,diab17a,17,"""[25, 125, 175, 2401, 12005] breed diamond"""
871,diab19a.scl,diab19a,19,"""19-tone 7-limit JI scale"""
872,diab19_612.scl,diab19 612,19,"""diab19a in 612-tET"""
873,diab19_72.scl,diab19 72,19,"""diab19a in 72-tET"""
874,diablack.scl,diablack,10,"""Unique 256/245&2048/2025 Fokker block"""
875,diabree.scl,diabree,39,"""detempered convex closure of 11-limit diamond in {243/242, 441/440} temperament plane"""
876,diachrome1.scl,diachrome1,10,"""First 25/24&2048/2025 scale"""
877,diaconv1029.scl,diaconv1029,19,"""convex closure of 7-limit diamond with respect to 1029/1024"""
878,diaconv225.scl,diaconv225,15,"""convex closure of 7-limit diamond with respect to 225/224"""
879,diaconv2401.scl,diaconv2401,17,"""convex closure of 7-limit diamond with respect to 2401/2400"""
880,diaconv3136.scl,diaconv3136,23,"""convex closure of 7-limit diamond with respect to 3136/3125"""
881,diaconv4375.scl,diaconv4375,25,"""convex closure of 7-limit diamond with respect to 4375/4374"""
882,diaconv5120.scl,diaconv5120,29,"""convex closure of 7-limit diamond with respect to 5120/5103"""
883,diaconv6144.scl,diaconv6144,19,"""convex closure of 7-limit diamond with respect to 6144/6125"""
884,diacycle13.scl,diacycle13,23,"""Diacycle on 20/13, 13/10; there are also nodes at 3/2, 4/3; 13/9, 18/13"""
885,diaddim1.scl,diaddim1,14,"""First 2048/2025&2048/1875 scale"""
886,dialim1.scl,dialim1,14,"""First 27/25&2048/2025 scale"""
887,diam19.scl,diam19,19,"""Optimized 13-limit from diamond9plus"""
888,diamin7.scl,diamin7,18,"""permutation epimorphic scale with 7-limit diamond, Hahn and TM reduced <18 29 42 50|"""
889,diamin7marv.scl,diamin7marv,18,"""1/4 kleismic tempered diamin7"""
890,diamin7_72.scl,diamin7 72,18,"""diamin7 in 72-tET"""
891,diamisty.scl,diamisty,12,"""Diamisty scale 2048/2025 and 67108864/66430125"""
892,diamond11a.scl,diamond11a,31,"""11-limit Diamond (partch_29.scl) with added 16/15 & 15/8, Zoomoozophone tuning: 1/1 = 392 Hz"""
893,diamond11ak.scl,diamond11ak,31,"""microtempered version of diamond11a, Dave Keenan TL 11-1-2000, 225/224&385/384"""
894,diamond11map.scl,diamond11map,72,"""11-limit diamond on a 'centreless' map"""
895,diamond11strange.scl,diamond11strange,16,"""Lesfip scale, 11-limit diamond, 10 cents tolerance"""
896,diamond11tr.scl,diamond11tr,15,"""11-limit triangular diamond lattice with 64/63 intervals removed"""
897,diamond15.scl,diamond15,59,"""15-limit diamond + 2nd ratios. See Novaro, 1927, Sistema Natural..."""
898,diamond17.scl,diamond17,43,"""17-limit diamond"""
899,diamond17a.scl,diamond17a,55,"""17-limit, +9 diamond"""
900,diamond17b.scl,diamond17b,65,"""17-limit, +9 +15 diamond, Denny Genovese, 3/2=384 Hz"""
901,diamond19.scl,diamond19,57,"""19-limit diamond"""
902,diamond27.scl,diamond27,13,"""Diamond 21 23 25 27, Christopher Vaisvil"""
903,diamond7-13.scl,diamond7-13,13,"""7 9 11 13 diamond"""
904,diamond7.scl,diamond7,13,"""7-limit diamond, also double-tie circular mirroring of 4:5:6:7 with common pivot"""
905,diamond7_126.scl,diamond7 126,15,"""7-limit diamond starling (126/125) 5-limit convex closure"""
906,diamond7_225.scl,diamond7 225,15,"""7-limit diamond marvel (225/224) 5-limit convex closure"""
907,diamond9.scl,diamond9,19,"""9-limit tonality diamond"""
908,diamond9block.scl,diamond9block,19,"""Weak Fokker block one note different from the 9-limit diamond"""
909,diamond9keemic.scl,diamond9keemic,19,"""Keemic (875/864) tempering of 9-limit diamond, POTE tuning"""
910,diamond9plus.scl,diamond9plus,21,"""9-limit tonality diamond extended with two secors"""
911,diamondupblock.scl,diamondupblock,20,"""Weak Fokker block with val <20 31 46 59|"""
912,diamond_chess.scl,diamond chess,11,"""9-limit chessboard pattern diamond. OdC"""
913,DIAMOND_CHESS11.scl,DIAMOND CHESS11,17,"""11-limit chessboard pattern diamond. OdC"""
914,diamond_dup.scl,diamond dup,20,"""Two 7-limit diamonds 3/2 apart"""
915,diamond_mod.scl,diamond mod,13,"""13-tone Octave Modular Diamond, based on Archytas's Enharmonic"""
916,diamond_tetr.scl,diamond tetr,8,"""Tetrachord Modular Diamond based on Archytas's Enharmonic"""
917,diaphonic_10.scl,diaphonic 10,10,"""10-tone Diaphonic Cycle"""
918,diaphonic_12.scl,diaphonic 12,12,"""12-tone Diaphonic Cycle, conjunctive form on 3/2 and 4/3"""
919,DIAPHONIC_12a.scl,DIAPHONIC 12a,12,"""2nd 12-tone Diaphonic Cycle, conjunctive form on 10/7 and 7/5"""
920,diaphonic_7.scl,diaphonic 7,7,"""7-tone Diaphonic Cycle, disjunctive form on 4/3 and 3/2"""
921,diat13.scl,diat13,7,"""This genus is from K.S's  diatonic Hypodorian harmonia"""
922,diat15.scl,diat15,8,"""Tonos-15 Diatonic and its own trite synemmenon Bb"""
923,diat15_inv.scl,diat15 inv,8,"""Inverted Tonos-15 Harmonia, a harmonic series from 15 from 30."""
924,diat17.scl,diat17,8,"""Tonos-17 Diatonic and its own trite synemmenon Bb"""
925,diat19.scl,diat19,8,"""Tonos-19 Diatonic and its own trite synemmenon Bb"""
926,diat21.scl,diat21,8,"""Tonos-21 Diatonic and its own trite synemmenon Bb"""
927,diat21_inv.scl,diat21 inv,8,"""Inverted Tonos-21 Harmonia, a harmonic series from 21 from 42."""
928,diat23.scl,diat23,8,"""Tonos-23 Diatonic and its own trite synemmenon Bb"""
929,diat25.scl,diat25,8,"""Tonos-25 Diatonic and its own trite synemmenon Bb"""
930,diat27.scl,diat27,8,"""Tonos-27 Diatonic and its own trite synemmenon Bb"""
931,diat27_inv.scl,diat27 inv,8,"""Inverted Tonos-27 Harmonia, a harmonic series from 27 from 54"""
932,diat29.scl,diat29,8,"""Tonos-29 Diatonic and its own trite synemmenon Bb"""
933,diat31.scl,diat31,8,"""Tonos-31 Diatonic. The disjunctive and conjunctive diatonic forms are the same"""
934,diat33.scl,diat33,8,"""Tonos-33 Diatonic. The conjunctive form  is 23 (Bb instead of B) 20 18 33/2"""
935,diat_chrom.scl,diat chrom,7,"""Diatonic- Chromatic, on the border between the chromatic and diatonic genera"""
936,diat_dies2.scl,diat dies2,7,"""Dorian Diatonic, 2 part Diesis"""
937,diat_dies5.scl,diat dies5,7,"""Dorian Diatonic, 5 part Diesis"""
938,diat_enh.scl,diat enh,7,"""Diat. + Enharm. Diesis, Dorian Mode"""
939,diat_enh2.scl,diat enh2,7,"""Diat. + Enharm. Diesis, Dorian Mode 3 + 12 + 15 parts"""
940,diat_enh3.scl,diat enh3,7,"""Diat. + Enharm. Diesis, Dorian Mode, 15 + 3 + 12 parts"""
941,diat_enh4.scl,diat enh4,7,"""Diat. + Enharm. Diesis, Dorian Mode, 15 + 12 + 3 parts"""
942,diat_enh5.scl,diat enh5,7,"""Dorian Mode, 12 + 15 + 3 parts"""
943,diat_enh6.scl,diat enh6,7,"""Dorian Mode, 12 + 3 + 15 parts"""
944,diat_eq.scl,diat eq,7,"""Equal Diatonic, Islamic form, similar to 11/10 x 11/10 x 400/363"""
945,diat_eq2.scl,diat eq2,7,"""Equal Diatonic, 11/10 x 400/363 x 11/10"""
946,diat_hemchrom.scl,diat hemchrom,7,"""Diat. + Hem. Chrom. Diesis, Another genus of Aristoxenos, Dorian Mode"""
947,diat_smal.scl,diat smal,7,"""""Smallest number"" diatonic scale"""
948,diat_sofchrom.scl,diat sofchrom,7,"""Diat. + Soft Chrom. Diesis, Another genus of Aristoxenos, Dorian Mode"""
949,diat_soft.scl,diat soft,7,"""Soft Diatonic genus 5 + 10 + 15 parts"""
950,diat_soft2.scl,diat soft2,7,"""Soft Diatonic genus with equally divided Pyknon; Dorian Mode"""
951,diat_soft3.scl,diat soft3,7,"""New Soft Diatonic genus with equally divided Pyknon; Dorian Mode; 1:1 pyknon"""
952,diat_soft4.scl,diat soft4,7,"""New Soft Diatonic genus with equally divided Pyknon; Dorian Mode; 1:1 pyknon"""
953,didymus19sync.scl,didymus19sync,19,"""New Soft Diatonic genus with equally divided Pyknon; Dorian Mode; 1:1 pyknon"""
954,didy_chrom.scl,didy chrom,7,"""Didymus Chromatic"""
955,didy_chrom1.scl,didy chrom1,7,"""Permuted Didymus Chromatic"""
956,DIDY_CHROM2.scl,DIDY CHROM2,7,"""Didymos's Chromatic, 6/5 x 25/24 x 16/15"""
957,DIDY_CHROM3.scl,DIDY CHROM3,7,"""Didymos's Chromatic, 25/24 x 16/15 x 6/5"""
958,didy_diat.scl,didy diat,7,"""Didymus Diatonic"""
959,didy_enh.scl,didy enh,7,"""Dorian mode of Didymos's Enharmonic"""
960,didy_enh2.scl,didy enh2,7,"""Permuted Didymus Enharmonic"""
961,diesic-m.scl,diesic-m,7,"""Minimal Diesic temperament, g=176.021, 5-limit"""
962,diesic-t.scl,diesic-t,19,"""Tiny Diesic temperament, g=443.017, 5-limit"""
963,diff19-9-4.scl,diff19-9-4,10,"""Scale derived from (19,9,4) Type Q cyclic difference set, 19-tET"""
964,diff31-h8.scl,diff31-h8,16,"""(31, 15, 7) type H8 cyclic difference set, 31-tET"""
965,diff31-q.scl,diff31-q,16,"""(31, 15, 7) type Q cyclic difference set, 31-tET"""
966,diff31_72.scl,diff31 72,31,"""Diff31, 11/9, 4/3, 7/5, 3/2, 7/4, 9/5 difference diamond, tempered to 72-tET"""
967,diminished.scl,diminished,20,"""Diminished temperament, g=94.134357 period=300.0, 7-limit"""
968,dimteta.scl,dimteta,7,"""A heptatonic form on the 9/7"""
969,dimtetb.scl,dimtetb,5,"""A pentatonic form on the 9/7"""
970,dint.scl,dint,41,"""Breed reduction of 43 note scale of all tetrads sharing interval with 7-limit diamond"""
971,divine9.scl,divine9,12,"""Gert Kramer�s Divine 9 tuning, 5-limit with one 7-limit interval (2011), 1/1=253.125 Hz"""
972,div_fifth1.scl,div fifth1,5,"""Divided Fifth #1, From Schlesinger, see Chapter 8, p. 160"""
973,div_fifth2.scl,div fifth2,5,"""Divided Fifth #2, From Schlesinger, see Chapter 8, p. 160"""
974,div_fifth3.scl,div fifth3,5,"""Divided Fifth #3, From Schlesinger, see Chapter 8, p. 160"""
975,div_fifth4.scl,div fifth4,5,"""Divided Fifth #4, From Schlesinger, see Chapter 8, p. 160"""
976,div_fifth5.scl,div fifth5,5,"""Divided Fifth #5, From Schlesinger, see Chapter 8, p. 160"""
977,dkring1.scl,dkring1,12,"""Double-tie circular mirroring of 4:5:6:7"""
978,dkring2.scl,dkring2,12,"""Double-tie circular mirroring of 3:5:7:9"""
979,dkring3.scl,dkring3,12,"""Double-tie circular mirroring of 6:7:8:9"""
980,dkring4.scl,dkring4,12,"""Double-tie circular mirroring of 7:8:9:10"""
981,dodeceny.scl,dodeceny,12,"""Degenerate eikosany 3)6 from 1.3.5.9.15.45 tonic 1.3.15"""
982,domdimpajinjschis.scl,domdimpajinjschis,12,"""Dominant-diminished-pajara-injera-schism wakalix"""
983,donar46.scl,donar46,46,"""Donar[46] hobbit in 3390-tET, commas 4375/4374, 3025/3024 and 4225/4224"""
984,dorian_chrom.scl,dorian chrom,24,"""Dorian Chromatic Tonos"""
985,dorian_chrom2.scl,dorian chrom2,7,"""Schlesinger's Dorian Harmonia in the chromatic genus"""
986,dorian_chrominv.scl,dorian chrominv,7,"""A harmonic form of Schlesinger's Chromatic Dorian inverted"""
987,dorian_diat.scl,dorian diat,24,"""Dorian Diatonic Tonos"""
988,dorian_diat2.scl,dorian diat2,8,"""Schlesinger's Dorian Harmonia, a subharmonic series through 13 from 22"""
989,DORIAN_DIAT2INV.scl,DORIAN DIAT2INV,8,"""Inverted Schlesinger's Dorian Harmonia, a harmonic series from 11 from 22"""
990,dorian_diatcon.scl,dorian diatcon,7,"""A Dorian Diatonic with its own trite synemmenon replacing paramese"""
991,dorian_diatred11.scl,dorian diatred11,7,"""Dorian mode of a diatonic genus with reduplicated 11/10"""
992,dorian_enh.scl,dorian enh,24,"""Dorian Enharmonic Tonos"""
993,dorian_enh2.scl,dorian enh2,7,"""Schlesinger's Dorian Harmonia in the enharmonic genus"""
994,DORIAN_ENHinv.scl,DORIAN ENHinv,7,"""A harmonic form of Schlesinger's Dorian enharmonic inverted"""
995,DORIAN_PENT.scl,DORIAN PENT,7,"""Schlesinger's Dorian Harmonia in the pentachromatic genus"""
996,dorian_pis.scl,dorian pis,15,"""Diatonic Perfect Immutable System in the Dorian Tonos, a non-rep. 16 tone gamut"""
997,dorian_schl.scl,dorian schl,12,"""Schlesinger's Dorian Piano Tuning (Sub 22)"""
998,dorian_tri1.scl,dorian tri1,7,"""Schlesinger's Dorian Harmonia in the first trichromatic genus"""
999,dorian_tri2.scl,dorian tri2,7,"""Schlesinger's Dorian Harmonia in the second trichromatic genus"""
1000,doty_14.scl,doty 14,14,"""David Doty and Dale Soules, 7-limit just tuning of Other Music�s American gamelan"""
1001,doublediadie.scl,doublediadie,23,"""13-limit 8 cents tolerance"""
1002,douwes.scl,douwes,12,"""Claas Douwes recommendation of 24/23 and 15/14 steps for clavichord (1699)"""
1003,dowland_12.scl,dowland 12,12,"""subset of Dowland's lute tuning, lowest octave"""
1004,dow_high.scl,dow high,14,"""Highest octave of Dowlands lute tuning, strings 5,6. 1/1=G (1610)"""
1005,dow_lmh.scl,dow lmh,55,"""All three octaves of Dowland's lute tuning"""
1006,dow_low.scl,dow low,17,"""Lowest octave of Dowlands lute tuning, strings 1,2,3. 1/1=G. (1610)"""
1007,dow_middle.scl,dow middle,24,"""Middle octave of Dowlands lute tuning, strings 3,4,5. 1/1=G (1610)"""
1008,druri.scl,druri,4,"""Scale of druri dana of Siwoli, south Nias, Jaap Kunst"""
1009,dudon_12_of_19-ht.scl,dudon 12 of 19-ht,12,"""12 of 19-tones harmonic temperament, from 27 to 35"""
1010,dudon_19-l_rocky_hwt.scl,dudon 19-l rocky hwt,12,"""19-limit well-temperament, C to B achieving eq-b of bluesy DEG-type chords (2005)"""
1011,dudon_3-limit_with429.scl,dudon 3-limit with429,12,"""cycle of 10 pure fourths (4/3) from D ending in 429/256"""
1012,dudon_a.scl,dudon a,7,"""Dudon Tetrachord A"""
1013,dudon_afshari.scl,dudon afshari,12,"""Avaz-e-Afshari -c JI interpretation"""
1014,dudon_aka.scl,dudon aka,12,"""Cylf-scale (Baka sequence- pentatonic Slendro plus pure fifths)"""
1015,dudon_aksand.scl,dudon aksand,12,"""Fractal Aksaka - c sequence  (x^2 - x = 1/4), 16:20:24:29:35, plus 163"""
1016,dudon_aluna.scl,dudon aluna,12,"""Chromatic scale based on F25, with turkish 31/25 segahs and many different thirds"""
1017,dudon_amlak.scl,dudon amlak,12,"""Amlak recurrent sequence (x^2 = x + 1/3), as a matrix for Ethiopian scales"""
1018,dudon_appalachian.scl,dudon appalachian,12,"""Synchronous beating quasi-1/4 syntonic comma meantone temperament"""
1019,dudon_are-are_tapping.scl,dudon are-are tapping,12,"""'Are'are tapping bamboo tubes as collected by Hugo Zemp in 1977, JI interpretation"""
1020,dudon_are-are_women1.scl,dudon are-are women1,12,"""'Are'are women songs as collected by Hugo Zemp in 1977, JI interpretation (2009)"""
1021,dudon_are-are_women2.scl,dudon are-are women2,12,"""'Are'are women songs as collected by Hugo Zemp in 1977, JI interpretation (Dudon 2009)"""
1022,dudon_armadillo.scl,dudon armadillo,12,"""Triple equal-beating sequence from C to B, optimal major chords on white keys"""
1023,dudon_atlantis.scl,dudon atlantis,12,"""Triple equal-beating of minor triads + septimal sevenths meantone sequence"""
1024,dudon_aulos.scl,dudon aulos,12,"""Double clarinet -c version of Ptolemy's Diatonon Homalon"""
1025,dudon_b.scl,dudon b,7,"""Dudon Tetrachord B"""
1026,dudon_baka.scl,dudon baka,12,"""Baka typical semifourth pentatonic, can also be accepted as a circular Slendro"""
1027,dudon_balafon_semifo.scl,dudon balafon semifo,12,"""Burkinabe typical semifourth pentatonic balafon feast scale"""
1028,dudon_balasept-above.scl,dudon balasept-above,12,"""5.7.13.15 tuning based on a single Balasept sequence"""
1029,dudon_balasept-under.scl,dudon balasept-under,12,"""5.7.13.15.21 tuning based on a single Balasept sequence"""
1030,dudon_bala_ribbon.scl,dudon bala ribbon,12,"""Parizekmic scale based on a double Bala sequence"""
1031,dudon_bala_ribbon19.scl,dudon bala ribbon19,19,"""Parizekmic scale based on a double Bala sequence"""
1032,dudon_bala_ribbon24.scl,dudon bala ribbon24,24,"""Parizekmic scale based on a double Bala sequence"""
1033,dudon_bali-balaeb_14.scl,dudon bali-balaeb 14,14,"""Bali-Bala[14] (676/675 tempering), equal-beating version"""
1034,dudon_bambara.scl,dudon bambara,12,"""Typical pentatonic balafon ceremonial tuning from Mali or Burkina Faso"""
1035,dudon_bayati_in_d.scl,dudon bayati in d,12,"""Bayati (or Husayni) maqam in D"""
